date_posted,team,title,discipline,stage,sport,url,comp_floor,comp_ceiling
2025-11-07,Nashville Predators,Data Analyst,Analytics,Early-Career,Hockey,https://jobs.dayforcehcm.com/en-US/nashhockeyclub/NASHVILLEPRED/jobs/1326
2025-11-07,Chicago White Sox,Applied Sports Science Intern,Performance,Internship,Baseball,https://www.teamworkonline.com/baseball-jobs/chicago-white-sox/chicago-white-sox-/applied-sports-science-intern-2140532
2025-11-07,Major League Soccer,Director of Strategy & Business Intelligence,Business,Senior,Soccer,https://www.linkedin.com/jobs/view/4321450073/,130000,150000
2025-11-06,Detroit Lions,Quantitative Research Intern,Analytics,Internship,Football,https://job-boards.greenhouse.io/detroitlions/jobs/4625674005,40000,40000
2025-11-06,Detroit Lions,Football Information Summer Intern,Analytics,Internship,Football,https://job-boards.greenhouse.io/detroitlions/jobs/4626232005
2025-11-06,Detroit Lions,Football Information Season Associate,Analytics,Internship,Football,https://www.linkedin.com/jobs/view/4334745004/
2025-11-06,Los Angeles Dodgers,Data Engineer,Engineering,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4337897193/,80000,80000
2025-11-06,Cleveland Guardians,Data Engineer,Engineering,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4337969249/,82122,90677
2025-11-05,Washington Spirit,VP of Business Intelligence & Analytics,Business,Senior,Soccer,https://www.linkedin.com/jobs/view/4334360687/
2025-11-05,FC Cincinnati,Business Analytics Manager,Business,Mid-Career,Soccer,https://www.linkedin.com/jobs/view/4337388234/
2025-11-05,Miami Marlins,Amateur Forecasting/Player Evaluation Assistant,Analytics,Entry-Level,Baseball,https://www.linkedin.com/jobs/view/4334139101/
2025-10-31,Pittsburgh Pirates,Sr Baseball Strategy Analyst,Analytics,Mid-Career,Baseball,https://pirates.rec.pro.ukg.net/PIT1500PITA/JobBoard/1571bce9-cb30-4961-98da-07b26506146a/OpportunityDetail?opportunityId=b3a0907c-d10a-456c-b755-75f0f5946814
2025-10-31,Pittsburgh Pirates,Baseball Strategy Analyst,Analytics,Early-Career,Baseball,https://pirates.rec.pro.ukg.net/PIT1500PITA/JobBoard/1571bce9-cb30-4961-98da-07b26506146a/OpportunityDetail?opportunityId=b3a0907c-d10a-456c-b755-75f0f5946814
2025-10-30,Club Brugge,Football Data Scientist,Analytics,Early-Career,Soccer,https://www.linkedin.com/jobs/view/4333017673/
2025-10-30,Philadelphia Phillies,Sr Data Engineer,Engineering,Mid-Career,Baseball,https://www.linkedin.com/jobs/view/4332982610/
2025-10-28,Chicago White Sox,Sr Quantitative Analyst,Analytics,Mid-Career,Baseball,https://www.linkedin.com/jobs/view/4319274362/,90000,100000
2025-10-28,Tampa Bay Lightning,Software Developer,Engineering,Early-Career,Hockey,https://www.teamworkonline.com/hockey-jobs/tampanhl/tampa-bay-lightning-jobs/software-developer-2139245
2025-10-28,Tampa Bay Rays,DevOps Support Intern,Engineering,Internship,Baseball,https://www.teamworkonline.com/baseball-jobs/tampa-bay-rays/tampa-bay-rays/devops-support-intern-baseball-research-development-2138728
2025-10-27,Nashville SC,Technical Analytics Intern,Analytics,Internship,Soccer,https://www.linkedin.com/jobs/view/4319266544/,0,0
2025-10-27,Nashville SC,Performance Science Intern,Performance,Internship,Soccer,https://www.linkedin.com/jobs/view/4319236339/,0,0
2025-10-27,Cincinnati Reds,Applied Biomechanics Fellow,Performance,Internship,Baseball,https://www.linkedin.com/jobs/view/4319146778/
2025-10-27,Cincinnati Reds,Applied Sports Science Fellow,Performance,Internship,Baseball,https://www.linkedin.com/jobs/view/4319295893/
2025-10-24,St Louis Cardinals,Major League Strategy Fellow,Analytics,Internship,Baseball,https://www.linkedin.com/jobs/view/4331620711/
2025-10-24,St Louis Cardinals,Cloud Engineer,Engineering,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4331622686/
2025-10-23,Arizona Diamondbacks,Pitching Integration Analyst,Performance,Early-Career,Baseball,https://blogs.fangraphs.com/instagraphs/job-posting-arizona-diamondbacks-analyst-pitching-integration/
2025-10-23,San Francisco Giants,Baseball Operations Analyst,Analytics,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4318787032/,70000,75000
2025-10-23,San Francisco Giants,Baseball Operations Analyst Associate,Analytics,Internship,Baseball,https://www.linkedin.com/jobs/view/4317576988/
2025-10-22,Washington Nationals,Analytics Intern,Analytics,Internship,Baseball,https://www.linkedin.com/jobs/view/4318551530/,36000,36000
2025-10-22,Washington Nationals,Software Engineering Intern,Engineering,Internship,Baseball,https://www.linkedin.com/jobs/view/4318564044/,36000,36000
2025-10-21,National Basketball Association,Machine Learning Engineer,Engineering,Early-Career,Basketball,https://www.linkedin.com/jobs/view/4316648708/,210000,300000
2025-10-21,New York Yankees,Advance Scouting Analyst,Analytics,Early-Career,Baseball,https://www.teamworkonline.com/baseball-jobs/new-york-yankees/new-york-yankees/advance-scouting-analyst-2138473
2025-10-21,Tampa Bay Rays,Academy Biomechanist,Performance,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4315451065/
2025-10-21,Milwaukee Brewers,Software Engineer,Engineering,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4317399480/
2025-10-21,Philadelphia Phillies,Major League Strategy Intern,Analytics,Internship,Baseball,https://www.linkedin.com/jobs/view/4317507244/
2025-10-20,Philadelphia Phillies,Associate Software Engineer,Engineering,Entry-Level,Baseball,https://www.linkedin.com/jobs/view/4317368035/
2025-10-20,Braga,Data Analyst,Analytics,Early-Career,Soccer,https://www.linkedin.com/jobs/view/4314393507/
2025-10-20,Chicago Cubs,Machine Learning Engineer,Engineering,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4335476626/,105000,120000
2025-10-20,Chicago Cubs,Software Engineer,Engineering,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4335456713/,90000,105000
2025-10-20,Chicago Cubs,Assistant Data Engineer,Engineering,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4335366653/,80000,90000
2025-10-18,Baltimore Orioles,Biomechanics Engineer,Engineering,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4313849018/,70000,80000
2025-10-18,Baltimore Orioles,Biomechanist,Performance,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4313814274/
2025-10-18,Baltimore Orioles,Sports Performance Facilitator,Performance,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4313846150/
2025-10-18,National Basketball Association,Sr Full-Stack AI Data Scientist,Analytics,Contract,Basketball,https://www.linkedin.com/jobs/view/4313759297/
2025-10-17,San Diego Wave,Data Innovation & Strategy Manager,Business,Mid-Career,Soccer,https://www.teamworkonline.com/soccer-jobs/nwslsoccer/nwsl-sandiego/manager-of-data-innovation-and-strategy-2138176,85000,105000
2025-10-17,SkillCorner,Director of Artificial Intelligence,Analytics,Senior,Multisport,https://www.linkedin.com/jobs/view/4316355275/
2025-10-15,Chelsea,Academy Football Intelligence Lead,Analytics,Mid-Career,Soccer,https://www.linkedin.com/jobs/view/4312284776/
2025-10-15,Chicago Cubs,Data Scientist,Analytics,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4335506620/,65000,115000
2025-10-14,Chicago Cubs,Baseball Sciences Analyst,Analytics,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4335426602/,60000,80000
2025-10-13,Texas Rangers,Motion Performance Apprentice,Performance,Internship,Baseball,https://rangersmlb.wd5.myworkdayjobs.com/Rangers/job/Surprise-AZ/Motion-Performance-Apprentice_R2033
2025-10-13,Kansas City Royals,Applied Biomechanics Fellow,Performance,Internship,Baseball,https://jobs.dayforcehcm.com/en-US/royals/CANDIDATEPORTAL/jobs/196
2025-10-13,Kansas City Royals,Performance Science Associate,Performance,Entry-Level,Baseball,https://jobs.dayforcehcm.com/en-US/royals/CANDIDATEPORTAL/jobs/198
2025-10-13,National Basketball Association,CV/ML Research Engineer,Engineering,Mid-Career,Basketball,https://www.linkedin.com/jobs/view/4313750339/,210000,330000
2025-10-10,Atlanta Braves,Research & Development Analyst Associate,Analytics,Internship,Baseball,https://www.linkedin.com/jobs/view/4312780083/
2025-10-10,Boston Red Sox,Baseball Sciences Associate,Analytics,Internship,Baseball,https://www.linkedin.com/jobs/view/4313416814/
2025-10-10,Boston Red Sox,Applied Baseball Scientist,Analytics,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4313430078/
2025-10-10,Boston Red Sox,Computer Vision Analyst,Analytics,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4313410977/
2025-10-10,Boston Red Sox,Performance Analyst,Performance,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4313416815/
2025-10-10,Boston Red Sox,Sr Baseball Sciences Developer,Engineering,Mid-Career,Baseball,https://www.linkedin.com/jobs/view/4312908165/
2025-10-10,Boston Red Sox,Principal Developer,Engineering,Senior,Baseball,https://www.linkedin.com/jobs/view/4312794648/
2025-10-09,NJ/NY Gotham FC,Data Analyst,Analytics,Early-Career,Soccer,https://www.linkedin.com/jobs/view/4310267534/,85000,95000
2025-10-09,Arsenal,Data Scientist,Analytics,Part-Time,Soccer,https://www.linkedin.com/jobs/view/4311832514/
2025-10-09,Miami Marlins,Player Development Analyst Fellowship,Analytics,Internship,Baseball,https://www.linkedin.com/jobs/view/4312348014/
2025-10-09,Boston Red Sox,Sr Baseball Sciences Developer,Engineering,Mid-Career,Baseball,https://www.linkedin.com/jobs/view/4312908165/
2025-10-06,Minnesota Twins,Sports Science Assistant Director/Research Lead,Performance,Mid-Career,Baseball,https://www.linkedin.com/jobs/view/4311149583/,85000,120000
2025-10-06,Minnesota Twins,Performance Science Analyst,Performance,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4311135869/,58000,85000
2025-10-06,Phoenix Suns,Database Engineering Spring Intern,Engineering,Internship,Basketball,https://www.linkedin.com/jobs/view/4311323280/
2025-10-06,Phoenix Suns,Software Engineering Spring Intern,Engineering,Internship,Basketball,https://www.linkedin.com/jobs/view/4311323281/
2025-10-06,Phoenix Suns,Applied Science Spring Intern,Analytics,Internship,Basketball,https://www.linkedin.com/jobs/view/4311314474/
2025-10-03,Indiana Pacers,Basketball Analytics Spring Intern,Analytics,Internship,Basketball,https://www.linkedin.com/jobs/view/4310415373/
2025-10-03,Baltimore Orioles,Mobile Application Developer,Engineering,Early-Career,Baseball,https://www.teamworkonline.com/baseball-jobs/orioles-jobs/baltimore-orioles-jobs/mobile-application-developer-baseball-systems-2136584,80000,100000
2025-10-03,Texas Rangers,Sr Software Developer,Engineering,Early-Career,Baseball,https://rangersmlb.wd5.myworkdayjobs.com/en-US/Rangers/job/Senior-Software-Developer--Baseball-Research---Development_R2032
2025-10-03,Texas Rangers,Software Developer,Engineering,Early-Career,Baseball,https://rangersmlb.wd5.myworkdayjobs.com/en-US/Rangers/job/Software-Developer--Baseball-Research---Development_R2030
2025-10-03,New York Mets,Associate Player Optimization Analyst,Analytics,Entry-Level,Baseball,https://sterlingmets.wd5.myworkdayjobs.com/en-US/Mets/job/Citi-Field--Queens-New-York/Associate-Analyst--Player-Optimization_R1348,40000,50000
2025-10-03,New York Mets,Associate Player Information Analyst,Analytics,Entry-Level,Baseball,https://sterlingmets.wd5.myworkdayjobs.com/en-US/Mets/job/Associate-Analyst--Player-Information_R1346,40000,50000
2025-10-02,New York Mets,Data Science Intern,Analytics,Internship,Baseball,https://sterlingmets.wd5.myworkdayjobs.com/Mets/job/Citi-Field--Queens-New-York/Intern--Data-Science_R1347,40000,50000
2025-10-02,Cincinnati Reds,Baseball Analytics Trainee,Analytics,Internship,Baseball,https://www.linkedin.com/jobs/view/4308251477/
2025-10-01,US Olympic & Paralympic Committee,Associate Data Analyst,Business,Entry-Level,Multisport,https://www.linkedin.com/jobs/view/4307911099/,56000,65000
2025-09-30,Swansea City,First Team Data Scientist,Analytics,Early-Career,Soccer,https://www.swanseacity.com/news/vacancy-first-team-data-scientist
2025-09-29,NFL Players Association,Data Scientist,Analytics,Early-Career,Football,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=c1239854-fcce-478f-927f-a1d5e7b865f8&jobId=604769,95000,95000
2025-09-29,New York Islanders,Full-Stack Software Engineer,Engineering,Early-Career,Hockey,https://www.linkedin.com/jobs/view/4308186041/,80000,100000
2025-09-29,Miami Marlins,Sr Front-End Software Engineer,Engineering,Mid-Career,Baseball,https://www.linkedin.com/jobs/view/4306645824/
2025-09-26,Crystal Palace,Data Engineer,Engineering,Early-Career,Soccer,https://www.linkedin.com/jobs/view/4306290997/
2025-09-26,Houston Astros,Staff Software Engineer,Engineering,Senior,Baseball,https://www.linkedin.com/jobs/view/4306830017/
2025-09-26,Toronto Blue Jays,Strategy & Analytics Associate,Business,Internship,Baseball,https://www.linkedin.com/jobs/view/4306828971/
2025-09-25,Detroit Tigers,Baseball Operations Analyst,Analytics,Early-Career,Baseball,https://ilitch.wd5.myworkdayjobs.com/Detroit-Tigers/job/Detroit-MI/Analyst--Baseball-Operations_R7228
2025-09-25,Detroit Tigers,Baseball Analytics Associate,Analytics,Internship,Baseball,https://ilitch.wd5.myworkdayjobs.com/Detroit-Tigers/job/Detroit-MI/Associate--Baseball-Operations--Multiple--seasonal-roles-_R7218
2025-09-25,Detroit Tigers,Performance Science Associate,Performance,Internship,Baseball,https://ilitch.wd5.myworkdayjobs.com/en-US/Detroit-Tigers/job/Performance-Science-Associate--Seasonal-_R7216
2025-09-24,Ajax,Data Engineer,Engineering,Early-Career,Soccer,https://werkenbij.ajax.nl/vacaturebeschrijving/data-engineer
2025-09-23,National Hockey League,Director of Software Engineering,Engineering,Senior,Hockey,https://www.linkedin.com/jobs/view/4304134365/,160000,180000
2025-09-23,Indiana Pacers,Basketball Systems Developer,Engineering,Early-Career,Basketball,https://www.linkedin.com/jobs/view/4304984877/
2025-09-22,Cleveland Guardians,Data Engineer,Engineering,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4302616654/
2025-09-22,Milwaukee Brewers,Baseball Systems Associate,Engineering,Internship,Baseball,https://www.linkedin.com/jobs/view/4304455154/
2025-09-19,Milwaukee Brewers,Baseball Research & Development Associate,Analytics,Internship,Baseball,https://www.linkedin.com/jobs/view/4302831474/
2025-09-19,Sacramento Kings,Associate Basketball Data Scientist,Analytics,Entry-Level,Basketball,https://www.linkedin.com/jobs/view/4301409231/,70000,85000
2025-09-19,Athletics,Data Scientist,Analytics,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4303251766/
2025-09-18,Los Angeles Dodgers,Summer Analyst,Analytics,Internship,Baseball,https://www.linkedin.com/jobs/view/4303612775/,46000,46000
2025-09-18,Tennessee Titans,Full Stack Software Engineer,Engineering,Early-Career,Football,https://www.linkedin.com/jobs/view/4300687539/
2025-09-16,Phoenix Suns,Applied Scientist,Analytics,Early-Career,Basketball,https://www.linkedin.com/jobs/view/4301704215/
2025-09-16,Nike,Sr Data Scientst,Analytics,Mid-Career,Multisport,https://www.linkedin.com/jobs/view/4300979397/
2025-09-16,Wolfsburg,Sports Data Analyst,Analytics,Early-Career,Soccer,https://www.linkedin.com/jobs/view/4301113742/
2025-09-13,Sheffield United,Data Scientist,Analytics,Early-Career,Soccer,https://www.sufc.co.uk/club/vacancies/data-scientist-bl092025-pds,60000,60000
2025-09-11,US Olympic & Paralympic Committee,Sr Director of Applied Sciences,Performance,Senior,Multisport,https://www.linkedin.com/jobs/view/4298689932/,136805,173742
2025-09-11,Vancouver Whitecaps,Data Analyst,Analytics,Early-Career,Soccer,https://whitecapsfc.bamboohr.com/careers/187,60000,60000
2025-09-11,English Football Association,Women's Recruitment Data Analyst,Analytics,Early-Career,Soccer,https://www.linkedin.com/jobs/view/4299161105/
2025-09-11,Minnesota Twins,Baseball Research Fellow,Analytics,Internship,Baseball,https://www.linkedin.com/jobs/view/4299491411/,36000,36000
2025-09-11,Minnesota Twins,Biomechanics Fellow,Performance,Internship,Baseball,https://www.linkedin.com/jobs/view/4299476906/,36000,36000
2025-09-11,Minnesota Twins,Sports Science Research Fellow,Performance,Internship,Baseball,https://www.linkedin.com/jobs/view/4299491416/,36000,36000
2025-09-11,Minnesota Twins,Business Strategy & Analytics Intern,Business,Internship,Baseball,https://www.linkedin.com/jobs/view/4299497028/,36000,36000
2025-09-10,New York Mets,Software Engineer,Engineering,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4296776026/,120000,160000
2025-09-10,New York Red Bulls,Director of Business Intelligence,Business,Senior,Soccer,https://www.linkedin.com/jobs/view/4293985150/,120000,140000
2025-09-09,Tampa Bay Rays,Baseball Performance Science Intern,Performance,Internship,Baseball,https://www.linkedin.com/jobs/view/4296282062/
2025-09-09,Texas Rangers,Baseball Research & Development Apprentice,Analytics,Internship,Baseball,https://www.teamworkonline.com/baseball-jobs/texasbaseball/texas-rangers/apprentice-baseball-research-development-2133992
2025-09-09,Newcastle United,Principal Scientist,Analytics,Senior,Soccer,https://www.linkedin.com/jobs/view/4297522143/
2025-09-09,Los Angeles Lakers,Sports Scientist,Performance,Early-Career,Basketball,https://www.linkedin.com/jobs/view/4297630863/,110000,120000
2025-09-08,Nike,Director of Data Science,Analytics,Senior,Multisport,https://www.linkedin.com/jobs/view/4297685244/
2025-09-05,Chelsea,First Team Data Analyst,Analytics,Early-Career,Soccer,https://www.linkedin.com/jobs/view/4294430671/
2025-09-05,Seattle Mariners,Data Science Intern,Analytics,Internship,Baseball,https://jobs.jobvite.com/mariners/job/oTOFxfwD,44000,44000
2025-09-05,Seattle Mariners,Baseball Projects Intern,Analytics,Internship,Baseball,https://jobs.jobvite.com/mariners/job/oAMIxfwl,44000,44000
2025-09-04,Cleveland Guardians,Sr Data Scientist,Analytics,Mid-Career,Baseball,https://job-boards.greenhouse.io/clevelandguardiansbops/jobs/8150642002
2025-09-04,Cleveland Guardians,Data Scientist,Analytics,Early-Career,Baseball,https://job-boards.greenhouse.io/clevelandguardiansbops/jobs/8150642002
2025-09-04,Cleveland Guardians,Data Scientist Intern,Analytics,Internship,Baseball,https://job-boards.greenhouse.io/clevelandguardiansbops/jobs/8150642002
2025-09-04,New York Red Bulls,Director of Business Intelligence,Business,Senior,Soccer,https://www.linkedin.com/jobs/view/4293985150/,120000,140000
2025-09-03,Pittsburgh Penguins,Hockey Research & Development Intern,Analytics,Internship,Hockey,https://www.linkedin.com/jobs/view/4293106118/
2025-09-03,New York Yankees,Biomechanics Lab Associate,Performance,Internship,Baseball,https://www.teamworkonline.com/baseball-jobs/new-york-yankees/new-york-yankees/biomechanics-lab-associate-2133405
2025-09-02,Columbus Fury,Technical Coordinator,Analytics,Early-Career,Volleyball,https://www.teamworkonline.com/other-sports-jobs/pro-volleyball-federation-jobs/pro-volleyball-federation-columbus-jobs/volleyball-analytics-technical-coordinator-2138289
2025-09-02,Detroit Lions,Football Information Season Associate,Analytics,Internship,Football,https://www.linkedin.com/jobs/view/4294328380/
2025-09-01,Denison University,Assistant Professor of Data Analytics,Analytics,Faculty,Multisport,https://apply.interfolio.com/172731
2025-09-01,Denison University,Associate Professor of Data Analytics,Analytics,Faculty,Multisport,https://apply.interfolio.com/172731
2025-08-29,Indianapolis Colts,Football Data Analyst,Analytics,Early-Career,Football,https://www.linkedin.com/jobs/view/4291176462/
2025-08-29,Tottenham Hotspur,Jr Data Engineer,Engineering,Entry-Level,Soccer,https://www.linkedin.com/jobs/view/4291111882/
2025-08-29,Juventus,Sport Science Intern,Performance,Internship,Soccer,https://www.linkedin.com/jobs/view/4292635360/
2025-08-27,Chicago Bears,Data Scientist,Business,Early-Career,Football,https://www.linkedin.com/jobs/view/4292596653/,100000,120000
2025-08-26,Boston Legacy,Data Science Intern,Analytics,Internship,Soccer,https://ats.rippling.com/nwsl-boston-open-positions/jobs/fb445b98-53d8-4cf8-9fa2-4141b3c382e8
2025-08-26,Tampa Bay Lightning,Data Scientist,Analytics,Early-Career,Hockey,https://www.teamworkonline.com/hockey-jobs/tampanhl/tampa-bay-lightning-jobs/data-scientist-2132666
2025-08-26,Philadelphia Phillies,Sr Data Engineer,Engineering,Mid-Career,Baseball,https://job-boards.greenhouse.io/philadelphiaphilliesrddepartment/jobs/6689439003
2025-08-22,Major League Soccer,Sr Director of Data & Analytics Engineering,Business,Senior,Soccer,https://www.linkedin.com/jobs/view/4289498570/,200000,230000
2025-08-20,Portland Timbers,Technical Staff Data Analyst,Analytics,Early-Career,Soccer,https://www.linkedin.com/jobs/view/4286320926/
2025-08-20,Miami Marlins,Baseball Analyst/Data Scientist,Analytics,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4288959558/
2025-08-19,Philadelphia Phillies,Quantitative Analyst Associate,Analytics,Internship,Baseball,https://www.linkedin.com/jobs/view/4288641004/
2025-08-19,Los Angeles Angels,Data Engineer,Engineering,Early-Career,Baseball,https://www.linkedin.com/jobs/view/4288621632/,95000,110000
2025-08-18,Toronto Blue Jays,Entry-Level Opportunities,Analytics,Entry-Level,Baseball,https://www.linkedin.com/jobs/view/4287957188/
2025-08-15,Miami Heat,Basketball Data Scientist,Analytics,Early-Career,Basketball,https://www.linkedin.com/jobs/view/4285929679/
2025-08-15,ESPN,Sr Sports Data Scientist,Analytics,Mid-Career,Multisport,https://www.linkedin.com/jobs/view/4287443929/
2025-08-15,Atlanta Braves,Sr Data Engineer,Engineering,Mid-Career,Baseball,https://www.linkedin.com/jobs/view/4286987005/
2025-08-15,University of Pittsburgh,Data Engineer,Engineering,Early-Career,Multisport,https://www.linkedin.com/jobs/view/4285949467/
2025-08-13,Detroit Pistons,Software Development Intern,Engineering,Internship,Basketball,https://www.linkedin.com/jobs/view/4284528963/
2025-08-12,Oklahoma City Thunder,Basketball Operations Analyst Intern,Analytics,Internship,Basketball,https://www.linkedin.com/jobs/view/4281208198/
2025-08-12,Oklahoma City Thunder,Applied AI Engineer Intern,Engineering,Internship,Basketball,https://www.linkedin.com/jobs/view/4281201823/
2025-08-12,Oklahoma City Thunder,Software Engineer Intern,Engineering,Internship,Basketball,https://www.linkedin.com/jobs/view/4281206244/
2025-08-11,Miami Marlins,Director of Baseball Data,Engineering,Senior,Baseball,https://www.linkedin.com/jobs/view/4283406916/
2025-08-10,Dallas Mavericks,Data Engineer,Engineering,Early-Career,Basketball,https://www.linkedin.com/jobs/view/4283421670/
